DynamicPGM,1399304,3400436188,470.518,97,155,5664,1441262655,394845,12448.6,12020,22498,25954,8516130,38468.5,638.746,97,154,5600,4638366705,460789,10234.5,9995,17623,21772,10006109,34203.8,485.834,97,155,5601,1423952948,420251,13508.7,13269,23300,28173,8676855,38742.2,544.415,97,155,5586,2830037283,677177,15380.9,14983,26761,31048,7713282,40821.7,459.934,97,155,5578,1425060028,391986,25235.5,24734,42445,48575,7093307,53437.7,973.59,97,155,5604,10279442607,908947,13273.3,12974,21658,25979,7456171,39525.4,544.909,97,155,5600,2834452636,677971,15964.9,15524,26256,31227,7798912,44258.3,496.854,98,155,5601,1429553396,424288,16142.6,15730,27380,32725,8531260,44408.3,676.938,97,154,5607,5655345623,854098,19385.5,18721,32040,37316,9550456,50093.5,LinearSearch,1024
DynamicPGM,1417892,3400436188,473.268,97,155,5595,1419727212,391405,3038.34,2936,4464,4996,8439712,19028.2,647.552,97,155,5571,4636233468,459128,2697.68,2713,3844,4275,9125740,18761.6,496.324,97,155,5586,1419664389,420882,3446.3,3404,4924,5569,8630078,19731.3,556.137,97,155,5593,2838419035,679329,3644.91,3575,5174,5942,7554271,20281.4,472.166,97,155,5590,1420966716,391735,5797.04,5758,8015,10992,7124433,25892.8,972.939,97,155,5576,10242697278,887537,3290.78,3301,4581,5223,6759772,19514,546.974,98,155,5590,2827979278,676396,3749.49,3726,5233,6064,7433163,21472.3,495.65,97,155,5580,1425602141,423507,4029.78,4036,5641,7019,8574504,21980.6,676.377,97,155,5594,5633010207,847019,4628.35,4590,6343,8759,9143701,24676.2,BinarySearch,1024
DynamicPGM,1396967,3400436188,471.068,99,157,5548,1424010469,392247,4628.28,4152,12279,24547,8259667,23906,636.595,99,157,5548,4633360999,456339,3989.93,3630,9945,18021,9450280,22581.3,495.692,99,157,5539,1431416192,422184,5112.25,4653,13164,25229,9294725,24014.3,549.418,99,157,5556,2844019016,679977,5631.16,5087,14867,27973,7808453,25275.4,464.935,99,157,5527,1421680428,390756,9140.43,8258,23453,42665,7340635,32838.5,982.926,99,157,5550,10240622818,887042,4901.58,4461,11765,21053,6764282,23947.1,555.646,99,157,5553,2834029621,677521,5817.45,5266,14241,26056,9869501,26814.1,506.38,99,157,5582,1421469772,422800,6147.3,5586,15810,30835,8331328,27379.9,672.506,99,157,5537,5654971675,853310,7192.02,6504,17466,31396,9554616,30754,InterpolationSearch,1024
LIPP,3853141,21430978592,637.006,508,2977,4556,8461274,7883.71,25.7415,26,28,28,5605222,1253.48,720.693,589,3090,4823,8793782,8718.64,26.3152,26,28,28,6446566,2188.5,931.657,604,3313,47716,8809507,11035.5,25.7277,26,28,28,5305424,1186.44,957.969,563,3366,53341,9247065,11168.5,25.7254,26,28,28,5223160,1168.06,811.386,582,3319,17683,9260983,9237.97,25.8008,26,28,28,6468426,1446.51,804.468,599,3277,16054,9254532,9458.41,26.0505,26,28,28,6285298,1848.13,808.767,613,3261,15926,8872806,9316.27,25.465,26,28,28,47193,18.9612,813.708,624,3263,15934,9211332,9262.32,25.7314,26,28,28,5235074,1170.73,819.425,633,3252,15969,9345696,9164.36,26.0068,26,28,28,5522234,1705.76
BTree,359567,5385645184,945.483,878,1690,4726,8819740,10849.4,659.012,659,1193,1498,9073885,8646.8,1018.25,953,1699,4620,9128867,10772.9,712.029,714,1281,1575,7263173,8694.07,1087.13,1020,1766,4667,7369505,10944.7,746.55,754,1359,1640,6598939,9445.52,1127.37,1059,1809,4653,7943639,11610.7,774.086,781,1403,1677,7910535,9653.13,1159.14,1087,1868,4869,9135677,11860,783.911,803,1445,1709,9016457,9067.95,1188.74,1114,1897,4960,10536929,11775,813.919,833,1487,1744,7330977,9775.49,1215.71,1141,1915,4883,7360122,11605.7,823.007,852,1520,1770,6593699,9543.94,1235.98,1160,1934,4830,7947763,12139.5,839.341,870,1546,1791,7936449,9865.91,1252.95,1175,1964,4944,9111990,12368.4,852.864,887,1569,1810,9037360,9857.19,LinearSearch,8
BTree,239819,6239229112,943.124,872,1605,1967,9180887,10158.9,677.019,703,1247,1530,9037202,8713.22,1007.38,928,1689,2052,9147989,10615.7,715.845,746,1339,1603,9023343,9057.96,1062.63,982,1764,2132,9109026,11275.8,746.177,780,1408,1663,9035123,8545.14,1106.76,1027,1815,2184,9147068,11456.7,780.448,812,1462,1710,9049635,9048.61,1141.27,1060,1860,2227,9105134,11521.8,806.825,843,1513,1757,9032434,9700.48,1175.09,1094,1896,2260,9118728,11679.3,831.288,869,1553,1792,9030135,9641.22,1203.32,1123,1937,2324,12840703,11249.3,855.305,896,1595,1833,9058646,9650.34,1254.74,1169,2014,4660,9165437,12006.9,879.779,930,1644,1881,7285884,9777.27,1288.69,1199,2101,5420,7355259,11918.8,902.198,953,1676,1909,6623182,10041.7,LinearSearch,6
BTree,119190,4887770224,1129.28,1070,1813,2267,17613163,12187,842.54,817,1419,1730,9751321,9606.65,1205.11,1147,1886,2366,9220740,11897.3,849.979,832,1468,1775,9075178,9601.96,1258.24,1198,1964,2428,9212369,12038,875.549,859,1524,1829,9059699,9953.42,1261.82,1201,1984,2448,9201636,12078.7,900.955,884,1556,1855,9694767,10338.2,1290.37,1233,1971,2498,9195461,12150.2,909.711,907,1579,1874,9131559,10017.5,1333.13,1271,2027,2498,9204560,12616.7,951.245,951,1640,1938,9061400,10426,1370.59,1305,2106,2564,9237492,12766.6,966.602,966,1664,1961,9027821,10000.6,1374.55,1309,2108,2570,9192062,12926.3,970.196,970,1663,1956,9049296,10364.9,1372.94,1311,2092,2562,9184947,12329.4,988.037,983,1689,1983,9075087,10523.1,LinearAVX,10
ALEX,14248429,4731593976,841.814,699,2950,14200,9050650,10449.4,348.464,324,1010,1476,8926634,6251.37,980.108,799,2533,18538,9424699,10834.6,376.817,340,1184,1779,8446785,6508.99,1086.03,890,2525,17870,8591363,11330.3,419.131,376,1342,2021,6976562,6590.51,1210.93,985,2708,20752,7378461,12655.1,449.733,399,1457,2177,7334159,7740.64,1237.04,1028,2734,16072,8223730,12720.6,473.665,425,1524,2281,8111254,7519.82,1350.12,1077,2921,29690,9470451,13620.5,488.006,439,1588,2362,8498293,7620.77,1332.49,1106,2888,17430,8710472,13138.5,507.972,459,1630,2409,7426811,7774.74,1445.62,1146,3051,35844,7895729,14190.8,517.708,469,1678,2480,6674732,7972.08,1384.5,1139,2976,22607,8219078,14032,528.959,482,1710,2530,8115135,7776.68,LinearSearch,20
ALEX,13849343,4714250304,819.042,691,2853,10745,26250857,11922.2,356.119,321,983,1430,8483835,6725.49,955.778,790,2461,14633,8692295,10984.4,387.133,339,1170,1741,8490579,6887.36,1067.52,884,2518,16409,8688235,11501.6,429.11,372,1329,1994,8490726,7303.76,1172.03,962,2689,19635,8714851,12220.3,453.733,389,1433,2137,8525796,7401.02,1194.65,998,2722,15465,9019491,12213.7,479.657,410,1507,2249,8501534,7605.73,1319.51,1063,2930,28191,8706105,12939.2,493.622,420,1573,2344,8474797,7900.11,1311.73,1087,2886,16921,8698974,13244.6,512.68,443,1614,2395,7438798,7714.69,1429.2,1131,3068,35268,7895422,14284.1,523.665,453,1669,2486,6867248,7939.14,1359.16,1119,2972,21288,7481841,13651.1,537.467,467,1704,2543,8119775,8206.96,LinearSearch,22
ALEX,14263458,4750251360,838.419,706,3099,10601,8724781,10443.1,351.32,334,1013,1466,8147220,6651.65,979.999,810,2566,14570,8234592,11426.6,384.748,357,1200,1768,8130815,7161.94,1093.53,907,2512,16613,8256092,11834.9,428.328,395,1353,1989,8129380,7234.7,1196.03,989,2653,19880,8242956,12395.3,455.746,420,1461,2135,8101056,7657.79,1221.94,1023,2684,16173,8259883,12725.4,479.071,447,1526,2225,8112860,7412.65,1332.5,1079,2873,28267,8689849,13416.7,492.55,457,1588,2329,8123723,7944.37,1323.59,1108,2850,17571,8232558,13396.4,510.784,475,1629,2374,8117405,7710.6,1425.97,1148,3013,34622,8242052,13991.6,522.178,485,1678,2477,8112502,8424.48,1377.14,1142,2954,23034,8464440,13339,533.514,500,1707,2519,8086214,8092.97,LinearSearch,18
