Index,Latency,Instructions,Cycles,Retiring,Bad_Speculation,Frontend_Bound,Core_Bound,L1_Bound,L2_Bound,L3_Bound,DRAM_Bound,Store_Bound
ALEX,697.884,1370.99834404,1953.84602936,0.17460377646812134,0.11135545021817682,0.14137064619104975,0.15245663134430926,0.04567769837130082,0.004273430169754904,0.02462712348819832,0.2957405048509283,0.04989473889816041
ART,629.85,1294.25285857,1830.61942393,0.1719606870895577,0.10115041862787584,0.09079128896995775,0.18032595501895052,0.06782528562933349,0.01205081121885524,0.04456817531258449,0.3117681913062033,0.01955918682668173
BTree,811.517,2512.50779225,2234.36460638,0.29924847740473615,0.12569025766967637,0.16391533555585375,0.1328339844983337,0.03498761923047803,0.017384787024484556,0.03394997403775198,0.161593856918254,0.03039570766043143
DynamicPGM,1759.72,5688.88233432,4502.3801384,0.3142337828420436,0.30274653079509634,0.19854110497300967,0.10478928450976277,0.015521194106431333,0.0036538063180029333,0.024284886263960328,0.03504542544502497,0.0011839847466680038
FINEdex,1034.84,1390.58458107,2929.93140636,0.13734631163980915,0.08630138740197246,0.0960395625796271,0.1912664607764434,0.07078728184698903,0.012317534997147755,0.0560334813495185,0.31940209969291633,0.030505879715576386
LIPP,927.277,3742.72744399,2965.84135214,0.2955905002154266,0.06907988489709643,0.05559553786497229,0.1245181717926487,0.059133981934179285,0.0004999685683002058,0.033373269097873554,0.3431561428833558,0.019052542746147143
MABTree,891.166,2614.76544529,2401.86387663,0.28627569723020435,0.13368663577500045,0.23230973721713255,0.07822708587776636,0.0455943601709424,0.002400379041560127,0.028450336632632293,0.18303932687995783,0.010016441174803733
Wormhole,997.072,2298.98583701,3245.68071765,0.1793416216334366,0.08098266106492051,0.08519237920044682,0.1456272480029258,0.0621782485400505,0.008456834377353258,0.039334265622375804,0.3864516737430591,0.012435067815431583
XIndex,1357.21,5249.39842715,6403.74011508,0.1945323368560621,0.06612840981933575,0.09226063258227525,0.3476307466002265,0.07944034249879378,-0.003110865457587739,0.024697698376099413,0.1796774174487459,0.01874328127604908
