Index,Latency,Instructions,Cycles,Retiring,Bad_Speculation,Frontend_Bound,Core_Bound,L1_Bound,L2_Bound,L3_Bound,DRAM_Bound,Store_Bound
ALEX,531.497,1363.93974002,1591.88395658,0.222834599366954,0.1166307997837427,0.21471294155142903,0.054763134138290974,0.06799903518616457,0.002179119466008331,0.030014891029684687,0.2644679390327921,0.026397540444933542
ART,488.273,1171.79123366,1653.68795454,0.18131862269557045,0.07354634086555996,0.07652525709462729,0.19050246555666775,0.063555781779502,0.006074277896325742,0.02930288080484119,0.3323853953086947,0.04678897799821088
BTree,1026.46,2900.83402362,2788.49608799,0.2788742658447141,0.10700254787113611,0.11888359453648484,0.12062598393657008,0.039654159079306084,0.01738466771015125,0.029036041025746476,0.23093580515554543,0.057602934840345656
DynamicPGM,454.274,2483.66509144,1319.77753114,0.47264295473584306,0.2094018255036077,0.12089830737537895,0.16453128825116814,0.017745984248898616,0.0015664750104464494,0.0007511553743545045,0.004190292218883108,0.008271717281419623
FINEdex,1083.06,1480.32170345,3017.81432428,0.132008612805046,0.0786159671931673,0.09160586039270341,0.18112860643295262,0.057330671895279475,0.003701574235075642,0.024422376591115163,0.4031789535728722,0.028007376881788143
LIPP,755.973,1839.85802336,3266.43030508,0.14367281789653816,0.050619165657331634,0.04604850071908957,0.1379837635834648,0.058140201381353805,-0.003588497178354035,0.01297136712216138,0.5256718677935535,0.028480813024861246
MABTree,893.509,2053.27540962,2409.64951957,0.22239523828508875,0.11195633203262163,0.14107864481711563,0.15535155121446126,0.04472153165035321,-0.0010293767176632876,0.026040761012761402,0.28684560046407165,0.012639717241189962
Wormhole,1110.14,2551.41625694,4260.34997155,0.15121471707213865,0.07205443800123981,0.07733839371997692,0.12978848877022203,0.06153063309880409,0.008546032705932741,0.021381404327071418,0.4657346716868414,0.01241122061777284
XIndex,1252.18,3872.738186,6616.72437338,0.1525870643014448,0.04744905724211463,0.10132792481730751,0.36299507701045164,0.08592765181018755,-0.0029459256484249633,0.013924668083157505,0.22113149864965762,0.01760298373410368
