SIndex,53330405,3928282720,5.18475,BinarySearch,64,4
SIndex,56281381,3824374720,6.69955,BinarySearch,64,8
SIndex,53868115,3714712720,5.72044,BinarySearch,64,16
SIndex,52017528,3928282720,4.99967,BinarySearch,128,4
SIndex,56130187,3824374720,6.47311,BinarySearch,128,8
SIndex,54301085,3714712720,5.65783,BinarySearch,128,16
SIndex,52919947,3824374720,5.60105,BinarySearch,256,8
SIndex,54368879,3714712720,6.05619,BinarySearch,256,16
SIndex,59368310,3622186720,5.55715,BinarySearch,256,32
SIndex,53652995,3714712720,6.3268,BinarySearch,512,16
SIndex,59465759,3622186720,5.97775,BinarySearch,512,32
SIndex,50306751,3289294720,5.34178,BinarySearch,512,64
SIndex,54885781,3714712720,5.98297,BinarySearch,1024,16
SIndex,58584835,3622186720,6.00211,BinarySearch,1024,32
SIndex,48829729,3289294720,5.55454,BinarySearch,1024,64
SIndex,51171165,3928282720,4.70888,ExponentialSearch,64,4
SIndex,52900061,3824374720,4.39362,ExponentialSearch,64,8
SIndex,53630315,3714712720,5.26947,ExponentialSearch,64,16
SIndex,51759456,3928282720,5.86132,ExponentialSearch,128,4
SIndex,51828536,3824374720,6.04126,ExponentialSearch,128,8
SIndex,56092900,3714712720,5.95103,ExponentialSearch,128,16
SIndex,54198274,3824374720,6.08349,ExponentialSearch,256,8
SIndex,53681548,3714712720,5.7011,ExponentialSearch,256,16
SIndex,58748744,3622186720,6.64043,ExponentialSearch,256,32
SIndex,53323764,3714712720,5.41842,ExponentialSearch,512,16
SIndex,58793648,3622186720,5.65843,ExponentialSearch,512,32
SIndex,48608433,3289294720,5.09852,ExponentialSearch,512,64
SIndex,52653976,3714712720,6.18243,ExponentialSearch,1024,16
SIndex,58319164,3622186720,6.72506,ExponentialSearch,1024,32
SIndex,48951884,3289294720,6.29147,ExponentialSearch,1024,64
SIndex,52819982,3928282720,1.62064,LinearSearch,64,4
SIndex,52345548,3824374720,1.65635,LinearSearch,64,8
SIndex,53238375,3714712720,1.42141,LinearSearch,64,16
SIndex,51055641,3928282720,1.7097,LinearSearch,128,4
SIndex,53461984,3824374720,1.67373,LinearSearch,128,8
SIndex,53136571,3714712720,1.38649,LinearSearch,128,16
SIndex,51664622,3824374720,1.78699,LinearSearch,256,8
SIndex,53538716,3714712720,1.41256,LinearSearch,256,16
SIndex,58811573,3622186720,0.675389,LinearSearch,256,32
SIndex,54961164,3714712720,1.42018,LinearSearch,512,16
SIndex,59513816,3622186720,0.662781,LinearSearch,512,32
SIndex,50055023,3289294720,0.315773,LinearSearch,512,64
SIndex,52989539,3714712720,1.41012,LinearSearch,1024,16
SIndex,58862021,3622186720,0.66291,LinearSearch,1024,32
SIndex,49451255,3289294720,0.312794,LinearSearch,1024,64
