DynamicPGM,159434,34265820,3.65861,BinarySearch,16
DynamicPGM,73020,34135000,4.49421,BinarySearch,32
DynamicPGM,82255,34070380,4.54164,BinarySearch,64
DynamicPGM,70089,34036180,4.53358,BinarySearch,128
DynamicPGM,79225,34018880,4.60471,BinarySearch,256
DynamicPGM,67400,34010020,4.57527,BinarySearch,512
DynamicPGM,78106,34005500,4.66607,BinarySearch,1024
DynamicPGM,192744,34265820,3.83963,ExponentialSearch,16
DynamicPGM,72985,34135000,4.49446,ExponentialSearch,32
DynamicPGM,82209,34070380,4.57207,ExponentialSearch,64
DynamicPGM,69987,34036180,4.57905,ExponentialSearch,128
DynamicPGM,79665,34018880,4.638,ExponentialSearch,256
DynamicPGM,67885,34010020,4.57212,ExponentialSearch,512
DynamicPGM,77454,34005500,4.64788,ExponentialSearch,1024
DynamicPGM,153330,34265820,3.82131,LinearSearch,16
DynamicPGM,73439,34135000,4.48848,LinearSearch,32
DynamicPGM,82646,34070380,4.56813,LinearSearch,64
DynamicPGM,70040,34036180,4.57655,LinearSearch,128
DynamicPGM,69024,34018880,4.62574,LinearSearch,256
DynamicPGM,68224,34010020,4.36459,LinearSearch,512
DynamicPGM,66713,34005500,4.67244,LinearSearch,1024
DynamicPGM,116363,34265820,4.35895,InterpolationSearch,16
DynamicPGM,72922,34135000,4.48975,InterpolationSearch,32
DynamicPGM,81679,34070380,4.56615,InterpolationSearch,64
DynamicPGM,70409,34036180,4.55927,InterpolationSearch,128
DynamicPGM,80230,34018880,4.6157,InterpolationSearch,256
DynamicPGM,67616,34010020,4.58698,InterpolationSearch,512
DynamicPGM,77178,34005500,4.6594,InterpolationSearch,1024
BTree,23035,62484512,1.15375,BinarySearch,6
BTree,6730,53660960,1.30524,BinarySearch,8
BTree,5167,48573232,1.50242,BinarySearch,10
BTree,4538,47647280,1.41285,BinarySearch,12
BTree,3997,47747240,1.02918,BinarySearch,14
BTree,6358,45433072,0.48178,BinarySearch,16
BTree,6444,33819664,0.155313,BinarySearch,18
BTree,22737,62484512,1.13504,ExponentialSearch,6
BTree,6857,53660960,1.28855,ExponentialSearch,8
BTree,5154,48573232,1.41556,ExponentialSearch,10
BTree,4543,47647280,1.34166,ExponentialSearch,12
BTree,3973,47747240,0.94598,ExponentialSearch,14
BTree,6867,45433072,0.469266,ExponentialSearch,16
BTree,9237,33819664,0.149524,ExponentialSearch,18
BTree,46614,62484512,1.65654,LinearSearch,6
BTree,6715,53660960,1.72797,LinearSearch,8
BTree,23671,48573232,1.47329,LinearSearch,10
BTree,4572,47647280,0.70746,LinearSearch,12
BTree,3957,47747240,0.211049,LinearSearch,14
BTree,6342,45433072,0.0996876,LinearSearch,16
BTree,6383,33819664,0.0286506,LinearSearch,18
BTree,33486,62484512,0.958023,LinearAVX,6
BTree,6800,53660960,1.14708,LinearAVX,8
BTree,5184,48573232,1.52051,LinearAVX,10
BTree,4557,47647280,1.31154,LinearAVX,12
BTree,4011,47747240,0.555798,LinearAVX,14
BTree,6414,45433072,0.249395,LinearAVX,16
BTree,6383,33819664,0.0713952,LinearAVX,18
BTree,69105,62484512,1.3262,InterpolationSearch,6
BTree,6926,53660960,1.34968,InterpolationSearch,8
BTree,5190,48573232,1.30683,InterpolationSearch,10
BTree,4571,47647280,1.06829,InterpolationSearch,12
BTree,4020,47747240,0.528169,InterpolationSearch,14
BTree,6382,45433072,0.337406,InterpolationSearch,16
BTree,6393,33819664,0.126879,InterpolationSearch,18
ALEX,813597,56933544,1.75089,BinarySearch,14
ALEX,794325,57441784,1.86226,BinarySearch,16
ALEX,788853,57022144,1.889,BinarySearch,18
ALEX,807907,57098440,1.98308,BinarySearch,20
ALEX,964946,60380408,1.93393,BinarySearch,22
ALEX,1128397,72963272,1.85471,BinarySearch,24
ALEX,1121737,89740408,1.76279,BinarySearch,26
ALEX,851672,56933544,1.7213,ExponentialSearch,14
ALEX,795563,57441784,1.84551,ExponentialSearch,16
ALEX,786116,57022144,1.88606,ExponentialSearch,18
ALEX,804941,57098440,1.99131,ExponentialSearch,20
ALEX,964605,60380408,1.94249,ExponentialSearch,22
ALEX,1127532,72963272,1.85476,ExponentialSearch,24
ALEX,1123292,89740408,1.76588,ExponentialSearch,26
ALEX,796890,56933544,2.00311,LinearSearch,14
ALEX,796978,57441784,2.01561,LinearSearch,16
ALEX,783450,57022144,2.04618,LinearSearch,18
ALEX,802157,57098440,2.13136,LinearSearch,20
ALEX,958206,60380408,2.12376,LinearSearch,22
ALEX,1126979,72963272,2.0194,LinearSearch,24
ALEX,1124960,89740408,1.91061,LinearSearch,26
ALEX,797513,56933544,1.832,LinearAVX,14
ALEX,795045,57441784,1.84469,LinearAVX,16
ALEX,784886,57022144,1.87241,LinearAVX,18
ALEX,797378,57098440,1.9341,LinearAVX,20
ALEX,964642,60380408,1.94292,LinearAVX,22
ALEX,1129927,72963272,1.8536,LinearAVX,24
ALEX,1124725,89740408,1.75411,LinearAVX,26
ALEX,797084,56933544,1.68963,InterpolationSearch,14
ALEX,793479,57441784,1.81872,InterpolationSearch,16
ALEX,784557,57022144,1.84031,InterpolationSearch,18
ALEX,795467,57098440,1.90914,InterpolationSearch,20
ALEX,963624,60380408,1.92199,InterpolationSearch,22
ALEX,1127715,72963272,1.83659,InterpolationSearch,24
ALEX,1124727,89740408,1.74881,InterpolationSearch,26
MABTree,82669,48573232,1.29539,BinarySearch,10,6
MABTree,11202,48573232,1.52969,BinarySearch,10,7
MABTree,11108,48573232,1.50754,BinarySearch,10,8
MABTree,10235,47647280,1.48231,BinarySearch,12,6
MABTree,4289,47647280,1.51267,BinarySearch,12,7
MABTree,4274,47647280,1.46976,BinarySearch,12,8
MABTree,3914,47747240,1.0892,BinarySearch,14,6
MABTree,3912,47747240,1.07331,BinarySearch,14,7
MABTree,3924,47747240,1.09171,BinarySearch,14,8
MABTree,6245,45433072,0.479002,BinarySearch,16,6
MABTree,6234,45433072,0.474314,BinarySearch,16,7
MABTree,6257,45433072,0.477254,BinarySearch,16,8
MABTree,6250,33819664,0.148007,BinarySearch,18,6
MABTree,6273,33819664,0.148067,BinarySearch,18,7
MABTree,6275,33819664,0.147977,BinarySearch,18,8
MABTree,63758,48573232,1.3481,ExponentialSearch,10,6
MABTree,11149,48573232,1.48643,ExponentialSearch,10,7
MABTree,11143,48573232,1.40312,ExponentialSearch,10,8
