SIndex,7173137,582119520,5.94677,BinarySearch,64,4
SIndex,6574462,581076496,5.36142,BinarySearch,64,8
SIndex,6283392,576980176,5.7893,BinarySearch,64,16
SIndex,6719585,581635088,5.50136,BinarySearch,128,4
SIndex,6459334,580405744,5.51675,BinarySearch,128,8
SIndex,6284833,576160368,6.07859,BinarySearch,128,16
SIndex,6272112,580405744,5.93565,BinarySearch,256,8
SIndex,6256627,576234896,6.12164,BinarySearch,256,16
SIndex,6161935,573588016,5.97727,BinarySearch,256,32
SIndex,6192314,576421216,5.95496,BinarySearch,512,16
SIndex,6197832,574035184,5.71314,BinarySearch,512,32
SIndex,5068912,555594400,5.62838,BinarySearch,512,64
SIndex,6211068,576272160,6.18848,BinarySearch,1024,16
SIndex,6205293,573699808,5.94266,BinarySearch,1024,32
SIndex,5033804,555221760,5.51296,BinarySearch,1024,64
SIndex,7029666,581970464,5.63358,ExponentialSearch,64,4
SIndex,6274406,580815648,5.33904,ExponentialSearch,64,8
SIndex,6953878,576197632,5.38079,ExponentialSearch,64,16
SIndex,6242045,581784144,5.83276,ExponentialSearch,128,4
SIndex,6187368,580368480,5.72559,ExponentialSearch,128,8
SIndex,6138642,576197632,5.3216,ExponentialSearch,128,16
SIndex,6189379,580927440,5.64326,ExponentialSearch,256,8
SIndex,6188909,576421216,5.76537,ExponentialSearch,256,16
SIndex,6128082,573737072,5.56996,ExponentialSearch,256,32
SIndex,6137441,576570272,5.64976,ExponentialSearch,512,16
SIndex,6111535,573625280,5.5972,ExponentialSearch,512,32
SIndex,5032567,555296288,4.97789,ExponentialSearch,512,64
SIndex,6142702,576272160,5.75116,ExponentialSearch,1024,16
SIndex,6117536,573438960,5.48983,ExponentialSearch,1024,32
SIndex,5010713,555147232,5.17484,ExponentialSearch,1024,64
SIndex,6961702,581709616,3.88464,LinearSearch,64,4
SIndex,6050658,581001968,4.57253,LinearSearch,64,8
SIndex,6241361,576011312,4.02746,LinearSearch,64,16
SIndex,6082691,581858672,4.21746,LinearSearch,128,4
SIndex,6079778,580703856,4.13447,LinearSearch,128,8
SIndex,6225139,575974048,4.12464,LinearSearch,128,16
SIndex,6004270,581188288,4.13498,LinearSearch,256,8
SIndex,5996964,576197632,3.94482,LinearSearch,256,16
SIndex,6048486,573252640,3.14402,LinearSearch,256,32
SIndex,6015881,576607536,4.17904,LinearSearch,512,16
SIndex,5949056,573476224,3.17378,LinearSearch,512,32
SIndex,5216587,555333552,2.28931,LinearSearch,512,64
SIndex,6274107,576197632,3.53111,LinearSearch,1024,16
SIndex,6078218,573140848,3.3837,LinearSearch,1024,32
SIndex,5065663,555631664,2.21669,LinearSearch,1024,64
