SIndex,85570269,3928282720,4.68598,BinarySearch,64,4
SIndex,86542442,3824374720,5.13117,BinarySearch,64,8
SIndex,87324426,3714712720,5.01742,BinarySearch,64,16
SIndex,85567650,3928282720,5.35344,BinarySearch,128,4
SIndex,86033161,3824374720,5.31776,BinarySearch,128,8
SIndex,87614087,3714712720,4.61976,BinarySearch,128,16
SIndex,86497037,3824374720,5.45029,BinarySearch,256,8
SIndex,87134550,3714712720,4.28562,BinarySearch,256,16
SIndex,93421017,3622186720,4.38472,BinarySearch,256,32
SIndex,87440012,3714712720,5.26098,BinarySearch,512,16
SIndex,92933387,3622186720,4.83146,BinarySearch,512,32
SIndex,78615357,3289294720,4.4789,BinarySearch,512,64
SIndex,87057003,3714712720,5.18667,BinarySearch,1024,16
SIndex,92849878,3622186720,4.9506,BinarySearch,1024,32
SIndex,78614904,3289294720,4.8801,BinarySearch,1024,64
SIndex,86366783,3928282720,5.07636,ExponentialSearch,64,4
SIndex,86156890,3824374720,4.66835,ExponentialSearch,64,8
SIndex,87272652,3714712720,4.91084,ExponentialSearch,64,16
SIndex,85678022,3928282720,5.10705,ExponentialSearch,128,4
SIndex,87193677,3824374720,5.29658,ExponentialSearch,128,8
SIndex,87388613,3714712720,4.72196,ExponentialSearch,128,16
SIndex,86733207,3824374720,4.93068,ExponentialSearch,256,8
SIndex,87343657,3714712720,4.91917,ExponentialSearch,256,16
SIndex,93973075,3622186720,4.79133,ExponentialSearch,256,32
SIndex,87660073,3714712720,5.26973,ExponentialSearch,512,16
SIndex,93384524,3622186720,4.46308,ExponentialSearch,512,32
SIndex,79380095,3289294720,4.22594,ExponentialSearch,512,64
SIndex,87871297,3714712720,5.06373,ExponentialSearch,1024,16
SIndex,93797858,3622186720,4.85308,ExponentialSearch,1024,32
SIndex,78542174,3289294720,4.35564,ExponentialSearch,1024,64
SIndex,85329539,3928282720,1.65734,LinearSearch,64,4
SIndex,86535664,3824374720,1.75439,LinearSearch,64,8
SIndex,87936228,3714712720,1.45853,LinearSearch,64,16
SIndex,85001881,3928282720,1.70554,LinearSearch,128,4
SIndex,86707821,3824374720,1.78184,LinearSearch,128,8
SIndex,87406793,3714712720,1.40855,LinearSearch,128,16
SIndex,86339798,3824374720,1.78868,LinearSearch,256,8
SIndex,87334565,3714712720,1.38847,LinearSearch,256,16
SIndex,93161581,3622186720,0.736793,LinearSearch,256,32
SIndex,87504352,3714712720,1.39329,LinearSearch,512,16
SIndex,93466035,3622186720,0.745359,LinearSearch,512,32
SIndex,78515508,3289294720,0.393123,LinearSearch,512,64
SIndex,87528208,3714712720,1.41447,LinearSearch,1024,16
SIndex,93577384,3622186720,0.732061,LinearSearch,1024,32
SIndex,78635969,3289294720,0.357956,LinearSearch,1024,64
