DynamicPGM,606426,3400284748,2.08776,0.263658,LinearSearch,128
DynamicPGM,568410,3400022068,2.08665,0.321528,InterpolationSearch,512
DynamicPGM,570863,3400022068,2.11243,0.114644,LinearSearch,512
LIPP,2252470,20625548880,1.39649,366.815
BTree,216591,5407256720,0.906892,1.10338,LinearSearch,8
BTree,143365,6240253696,0.884331,0.91224,LinearSearch,6
BTree,95543,5407256720,0.83464,0.898409,InterpolationSearch,8
ALEX,4652395,5110217704,1.611,3.66905,LinearSearch,22
ALEX,4603851,5103093720,1.58365,3.55427,LinearSearch,20
ALEX,4577791,5112869528,1.68755,3.79063,LinearSearch,24
MABTree,172466,4821885512,1.06333,1.25807,LinearSearch,10,7
MABTree,145057,4821885512,0.999523,1.19094,LinearSearch,10,8
MABTree,150504,4821885512,0.886667,1.02262,BinarySearch,10,7
ART,1457454,8479307288,1.87977,1.88668
XIndex,1745518,11925877984,0.673915,0.877471,ExponentialSearch,16
XIndex,1411579,10525872160,0.666744,0.917084,ExponentialSearch,32
XIndex,1767146,16085856624,0.689446,0.822726,ExponentialSearch,8
FINEdex,1709295,7139029769,0.909474,0.871249,InterpolationSearch,256
FINEdex,2525866,7139018969,0.899075,0.85767,InterpolationSearch,512
FINEdex,1227866,7139198609,0.915838,0.871092,InterpolationSearch,64
Wormhole,3497116,6400000000,0.827011,1.31815
