ALEX,68014646,67990369,68019446,4193199944,1.55135,3.63587,1.55171,3.63751,1.5545,3.62888,LinearSearch,24
ALEX,74365919,77628952,71165423,4192843824,1.60852,3.44714,1.47757,3.13351,1.55566,3.57836,LinearSearch,22
ALEX,78207463,78234388,78243699,4195001896,1.5303,3.40509,1.52892,3.36442,1.5293,3.3436,LinearSearch,20
BTree,2005087,2002704,2004453,5886260288,0.760396,1.08044,0.761798,1.07992,0.760113,1.08086,InterpolationSearch,12
BTree,2199432,2174922,2180578,6082986840,0.724494,0.966213,0.724719,0.962356,0.725953,0.965344,InterpolationSearch,10
BTree,3130448,1492315,1499975,6087189584,0.751656,1.05306,0.775852,1.04769,0.770387,1.04442,LinearSearch,8
DynamicPGM,8186175,8184998,8185727,3400027792,2.64245,0.329584,2.64502,0.328001,2.64434,0.329924,InterpolationSearch,512
DynamicPGM,8493941,8441373,8443216,3400105572,2.78413,0.331722,2.81081,0.33604,2.81344,0.331154,InterpolationSearch,256
DynamicPGM,8971084,8913943,8904980,3400392632,2.69469,0.33858,2.71352,0.338717,2.71646,0.339087,InterpolationSearch,128
FINEdex,16581728,16589890,16577086,11299342001,0.839808,1.35296,0.8231,1.35359,0.848223,1.34315,BinarySearch,64
FINEdex,18208557,18219531,18224852,11291472281,0.859672,1.31915,0.859504,1.3243,0.857443,1.3191,InterpolationSearch,128
FINEdex,19108776,16565949,16576560,11299342001,0.765767,1.31807,0.821345,1.31716,0.817151,1.31663,LinearAVX,64
LIPP,31662592,21098315,15985998,25784340064,1.983,35.314,2.10025,368.069,2.16519,368.902
MABTree,2029502,2028118,2036768,5886260288,0.945167,1.40479,0.944382,1.40574,0.949637,1.41631,LinearSearch,12,6
MABTree,2067566,2056324,2058346,5886260288,0.895931,1.40977,0.896136,1.40942,0.896841,1.40946,LinearSearch,12,7
MABTree,2220413,2224215,2221056,6082986840,0.942621,1.25881,0.941214,1.25829,0.941278,1.25717,LinearSearch,10,7
Wormhole,55889699,50728278,50502197,6400000000,0.921321,1.57551,0.948486,1.57366,0.95611,1.56984
ART,22045781,23141812,23282318,8479307288,1.7284,2.26986,1.69502,2.2773,1.68819,2.26199
XIndex,40621292,41407730,41156484,49233338192,0.0583577,0.0235979,0.0610168,0.0232699,0.060782,0.0234251,LinearSearch,8
XIndex,41513276,41486350,41044539,49233573528,0.591496,0.676496,0.617469,0.674831,0.58821,0.67924,ExponentialSearch,8
XIndex,27783467,31805162,32106387,24201170968,0.177945,0.0760371,0.178199,0.0761565,0.177117,0.0759817,LinearSearch,16
