DynamicPGM,8068980,3323910936,2.97701,0.628036,LinearSearch,256
DynamicPGM,8138761,3323827796,2.99756,1.06887,InterpolationSearch,512
DynamicPGM,8583021,3323778676,3.05542,0.258564,LinearSearch,1024
BTree,3321178,3796922912,1.41648,1.45986,LinearSearch,8
BTree,4031599,4350455712,1.38784,1.40448,LinearSearch,6
BTree,2044344,3400587840,1.30633,1.21951,InterpolationSearch,10
ALEX,99151599,4639010400,2.15291,3.89634,LinearSearch,22
ALEX,96844043,4639010400,2.15652,3.87268,LinearSearch,26
ALEX,96805062,4639010400,2.15059,3.87054,LinearSearch,24
MABTree,2265934,3400587840,1.59822,1.5883,LinearSearch,10,7
MABTree,1945491,3313554696,1.42503,1.63416,LinearSearch,12,6
MABTree,1949587,3313554696,1.39856,1.59865,LinearSearch,12,8
