DynamicPGM,8062677,3399216303,5.22729,0.268831,LinearSearch,256
DynamicPGM,8026972,3399745043,4.94398,1.00065,ExponentialSearch,64
DynamicPGM,7887795,3399379143,5.06166,1.11715,InterpolationSearch,128
BTree,2688474,3353128712,8.01452,0.976979,InterpolationSearch,18
BTree,2240709,3360914512,6.12481,1.29712,InterpolationSearch,14
BTree,2588800,3354705072,6.04539,1.29121,InterpolationSearch,16
ALEX,99116455,4653780096,3.16879,3.35791,LinearSearch,24
ALEX,96835888,4641447728,3.24534,3.80249,LinearSearch,22
ALEX,92120346,4638178992,3.2208,3.92383,LinearSearch,20
MABTree,2721824,3353128712,7.25168,0.0989854,LinearSearch,18,8
MABTree,2641902,3353128712,7.4069,0.0994412,LinearSearch,18,7
MABTree,2652051,3353128712,7.35691,0.099407,LinearSearch,18,6
