DynamicPGM,2389972,3400860748,1.7582,0.171976,BinarySearch,512
DynamicPGM,2326834,3400860748,1.79006,0.145471,ExponentialSearch,512
DynamicPGM,2410583,3400860748,1.80262,0.114702,InterpolationSearch,512
LIPP,6297165,23418650016,1.30221,337.632
BTree,590095,5422432328,0.901699,1.32858,LinearSearch,8
BTree,401465,6239205704,0.888221,1.17142,LinearSearch,6
BTree,211886,4706784352,0.796063,1.01777,LinearSearch,10
ALEX,23490280,4684955432,0.848495,1.8268,LinearSearch,14
ALEX,23070399,4684955432,0.835596,1.80255,LinearAVX,14
ALEX,23068548,4684955432,0.822894,1.80489,BinarySearch,14
MABTree,417998,4706784352,0.911055,1.19646,LinearSearch,10,7
MABTree,398685,4706784352,0.86148,1.16125,LinearSearch,10,8
MABTree,406643,4706784352,0.773652,1.05531,LinearAVX,10,7
ART,3610458,8275709304,1.86198,2.53913
XIndex,3907566,10471406456,0.549894,0.923871,BinarySearch,256
XIndex,4124538,11279760480,0.555196,0.900943,ExponentialSearch,128
XIndex,3508180,10495697240,0.527116,0.871284,ExponentialSearch,256
FINEdex,3953348,10706505521,0.816621,1.08466,BinarySearch,512
FINEdex,3849846,10705876001,0.832417,1.09155,BinarySearch,1024
FINEdex,3377281,10711457041,0.762729,0.968155,InterpolationSearch,128
Wormhole,9575344,6400000000,0.849953,1.58728
