ALEX,1493881,1496181,1491054,224976920,2.07755,2.07514,2.07285,BinarySearch,22
ALEX,1498146,1494557,1491052,224976920,2.76752,2.77323,2.77068,ExponentialSearch,22
ALEX,1564201,1516274,1497376,224976920,2.97609,2.97764,2.93996,LinearAVX,22
BTree,114311,60375,56550,312392680,1.62074,1.62013,1.63231,LinearSearch,6
BTree,39068,39836,39136,268376024,1.69442,1.689,1.69504,LinearSearch,8
BTree,57315,57595,71386,312392680,1.36142,1.36454,1.36208,InterpolationSearch,6
DynamicPGM,271531,270541,271138,170042492,0.454638,0.453968,0.453704,BinarySearch,128
DynamicPGM,292029,291517,291789,170148812,0.46695,0.470255,0.470489,BinarySearch,64
DynamicPGM,412290,368149,367086,171408892,0.484488,0.485754,0.486728,LinearSearch,16
FINEdex,457441,449666,445617,965053248,1.14723,1.15404,1.1483,BinarySearch,64
FINEdex,508934,424724,424854,964566288,1.17283,1.15461,1.09318,BinarySearch,128
FINEdex,639161,641508,649588,964384728,1.09931,1.09598,1.08093,BinarySearch,1024
LIPP,863145,449246,426045,1184615840,1.2135,1.20387,1.20506
MABTree,60339,60409,60643,242503600,1.89595,1.89779,1.89328,LinearSearch,10,6
MABTree,60463,60710,60729,242503600,1.89254,1.88236,1.88381,LinearSearch,10,7
MABTree,74334,59112,63905,239212984,2.11907,2.11861,2.12689,LinearSearch,12,6
Wormhole,1392571,1251845,1255272,320000000,1.15435,1.15352,1.16833
ART,679312,523887,527004,423237024,1.50627,1.50476,1.5015
XIndex,747695,601408,610119,689469592,0.917614,0.914718,0.917345,LinearSearch,32
XIndex,571132,631230,612499,548076968,1.01081,1.0123,1.01649,LinearSearch,64
XIndex,640946,623390,622571,547047960,0.927179,0.928416,0.935814,ExponentialSearch,64
