ALEX,2371635,2378966,2380638,231818176,4.50361,4.52156,4.52069,LinearSearch,26
ALEX,2378058,2372813,2372613,231818176,4.43879,4.53492,4.54209,LinearSearch,22
ALEX,2492728,2414872,2422765,228672544,4.80006,4.78179,4.15271,LinearSearch,20
BTree,131378,39743,38967,268402584,1.83744,1.84513,1.83162,LinearSearch,8
BTree,55531,54918,54792,239217104,1.80014,1.80105,1.80122,InterpolationSearch,12
BTree,64199,56842,57018,312387416,1.71566,1.71955,1.64917,LinearSearch,6
DynamicPGM,326884,323511,323531,168593966,0.510871,0.520405,0.520874,LinearSearch,32
DynamicPGM,336878,315989,316107,168772206,0.516731,0.517178,0.516903,BinarySearch,16
DynamicPGM,370873,319084,321801,168772206,0.534378,0.535749,0.534221,LinearSearch,16
MABTree,55748,55857,56097,239217104,1.69988,1.69951,1.69812,LinearSearch,12,7
MABTree,56034,56124,56271,239217104,1.69287,1.69212,1.69103,LinearSearch,12,8
MABTree,83869,55810,55862,239217104,1.72817,1.72892,1.73389,LinearSearch,12,6
