DynamicPGM,12366144,3400838832,2.1738,0.277459,BinarySearch,512
DynamicPGM,12448565,3400838832,2.17473,0.265616,ExponentialSearch,512
DynamicPGM,12447132,3400838832,2.18278,0.21418,InterpolationSearch,512
LIPP,29991366,32374673840,1.63038,370.181
BTree,3195084,6087189584,0.774322,1.36813,LinearSearch,8
BTree,2543724,6174412720,0.767213,1.24723,LinearSearch,6
BTree,1127377,6082986840,0.717657,1.01078,LinearSearch,10
ALEX,138873781,4346277168,0.845442,1.83027,LinearSearch,14
ALEX,136719966,4346277168,0.820345,1.74262,LinearAVX,14
ALEX,136754993,4346277168,0.813251,1.73172,BinarySearch,14
MABTree,2200583,6082986840,0.788775,1.22824,LinearSearch,10,7
MABTree,1184692,6082986840,0.805027,1.20158,LinearSearch,10,8
MABTree,1175989,6082986840,0.733749,1.07332,LinearAVX,10,7
ART,19044846,8275709304,1.26008,2.63777
XIndex,17675236,12289971632,0.541297,0.950707,BinarySearch,256
XIndex,20722247,15799411200,0.602985,0.871406,ExponentialSearch,128
XIndex,13391684,12301759832,0.578648,0.92793,ExponentialSearch,256
FINEdex,22483357,11298481121,0.661606,1.31264,BinarySearch,512
FINEdex,21146570,11292614561,0.724489,1.32114,BinarySearch,1024
FINEdex,17671823,11344433681,0.632857,1.06268,InterpolationSearch,128
Wormhole,56095087,6400000000,0.923587,1.69458
