DynamicPGM,697336,333847112,2.64321,0.344715,LinearSearch,128
DynamicPGM,656147,333847112,2.62402,0.452863,BinarySearch,128
DynamicPGM,700569,333815212,2.71821,0.445001,InterpolationSearch,256
BTree,205038,536883248,1.19308,1.73362,LinearSearch,8
BTree,111354,624562232,1.17658,1.57039,LinearSearch,6
BTree,77186,536883248,1.07543,1.43542,InterpolationSearch,8
ALEX,4913371,445370304,2.28817,5.14325,LinearSearch,20
ALEX,4747075,448515936,2.22337,4.90288,LinearSearch,22
ALEX,4751631,445370304,1.9425,4.15943,LinearAVX,20
MABTree,146055,485241544,1.33628,1.98395,LinearSearch,10,7
MABTree,116891,485241544,1.27332,1.85544,LinearSearch,10,8
MABTree,116700,485241544,1.12182,1.60269,BinarySearch,10,7
