DynamicPGM,518580,340011956,2.94002,0.340631,LinearSearch,128
DynamicPGM,453088,340003396,2.91275,0.437053,InterpolationSearch,512
DynamicPGM,458551,340003396,2.92129,0.151714,LinearSearch,512
LIPP,1790276,2325808176,2.53087,368.423
BTree,176241,536825280,1.19329,1.62259,LinearSearch,8
BTree,111387,624516176,1.17213,1.47921,LinearSearch,6
BTree,82876,536825280,1.0725,1.34995,InterpolationSearch,8
ALEX,3516338,410118080,2.47827,5.63799,LinearSearch,22
ALEX,3628499,411305488,2.4636,5.50018,LinearSearch,20
ALEX,3385503,410117528,2.56862,5.66224,LinearSearch,24
MABTree,145533,485215344,1.36578,2.00948,LinearSearch,10,7
MABTree,116628,485215344,1.28752,1.81345,LinearSearch,10,8
MABTree,116488,485215344,1.12381,1.51213,BinarySearch,10,7
ART,1178270,818672280,2.45179,2.87179
XIndex,1250373,1195303088,0.804503,1.38518,ExponentialSearch,16
XIndex,1121510,1089318160,0.841936,1.34131,ExponentialSearch,32
XIndex,1294493,1735004464,0.854805,1.29664,ExponentialSearch,8
FINEdex,1264978,1930030688,1.04848,1.43799,InterpolationSearch,256
FINEdex,1687348,1930023488,1.08477,1.453,InterpolationSearch,512
FINEdex,966604,1930165808,1.11372,1.49359,InterpolationSearch,64
Wormhole,2768225,640000000,1.18069,2.21505
