DynamicPGM,9373842,3400419772,2.91483,0.317843,LinearSearch,128
DynamicPGM,8565977,3400029232,2.84232,0.398198,InterpolationSearch,512
DynamicPGM,8697671,3400029232,2.85224,0.175002,LinearSearch,512
LIPP,33377096,26182933024,2.01756,369.413
BTree,3233823,5556718272,0.727494,1.15945,LinearSearch,8
BTree,3005652,5678464744,0.720538,1.0122,LinearSearch,6
BTree,1962636,5556718272,0.683109,0.946205,InterpolationSearch,8
ALEX,77515325,4390395856,1.63343,3.41562,LinearSearch,22
ALEX,84336277,4392249504,1.62277,3.36363,LinearSearch,20
ALEX,71854885,4391755984,1.61553,3.62082,LinearSearch,24
MABTree,2310261,6208525984,0.804545,1.29455,LinearSearch,10,7
MABTree,1142819,6208525984,0.845939,1.22426,LinearSearch,10,8
MABTree,1134922,6208525984,0.749515,1.04126,BinarySearch,10,7
ART,18324135,8479307288,0.919213,2.05791
XIndex,28380799,25268590288,0.816264,0.956952,ExponentialSearch,16
XIndex,19822655,15241650888,0.767658,0.942736,ExponentialSearch,32
XIndex,38180470,52265562224,0.791312,0.900359,ExponentialSearch,8
FINEdex,24298474,9188858021,0.816893,1.40452,InterpolationSearch,256
FINEdex,39154168,9188188181,0.892036,1.43774,InterpolationSearch,512
FINEdex,17262288,9199680221,0.818179,1.28997,InterpolationSearch,64
Wormhole,58441856,6400000000,0.906721,1.54638
