FINEdex,565691,499170,496036,2195060959,7.09331,5.96341,7.50376,BinarySearch,512
FINEdex,552983,549853,550932,2194854857,6.93736,6.53406,5.92723,BinarySearch,1024
FINEdex,505842,503658,499980,2196270579,7.00248,6.65285,7.25585,BinarySearch,64
Wormhole,1387865,1366256,1404496,1386493696,6.07574,5.94657,5.99172
ARTOLC,811257,909822,832828,2409138760,15.354,16.3943,17.0161
XIndex,453071,431969,429425,3041538136,4.73179,4.8133,4.81547,ExponentialSearch,64
XIndex,425311,407668,389799,2971043096,4.62705,4.80569,4.82516,ExponentialSearch,128
XIndex,1207910,893187,1362939,3554767632,5.52539,5.22304,5.3792,ExponentialSearch,16
