Wormhole,1386431,300336000,24.957
FINEdex,1201809,964390368,25.2535,InterpolationSearch,256
FINEdex,458028,964403448,24.9588,InterpolationSearch,128
FINEdex,489764,964449168,26.2334,LinearAVX,64
XIndex,630590,531798336,20.6603,ExponentialSearch,16
XIndex,690114,524391232,16.6429,ExponentialSearch,32
XIndex,761417,757161520,17.9561,ExponentialSearch,8
