FINEdex,9255400,9040791,9349407,19340803488,5.32506,16.8047,10.5207,15.8765,10.2561,14.6354,BinarySearch,64
FINEdex,9897062,9814516,9462938,19321652128,10.0227,14.2346,10.006,15.4563,9.76812,15.1877,BinarySearch,128
FINEdex,8826933,10361093,8860324,19340803488,9.61726,14.1485,9.74739,14.164,9.60073,15.165,LinearAVX,64
Wormhole,30354521,28244834,28471856,4717825152,4.67839,22.1311,3.82429,24.2062,4.74215,24.1302
ARTOLC,18310754,19788333,19468995,8496775120,23.3484,34.5186,22.869,36.0511,22.4988,35.2853
XIndex,27172436,30995318,31720752,29458026120,10.9574,13.1072,11.1948,14.7156,11.4998,14.3766,LinearSearch,16
XIndex,16709221,14727133,14921201,12669547296,10.0602,14.866,10.1355,13.5821,9.93703,14.6921,LinearSearch,32
XIndex,12889701,11681316,12110674,11361611040,9.13967,12.001,9.21636,12.0298,9.27304,11.0325,LinearSearch,64
