FINEdex,501813,426022,423603,964566288,38.7474,37.8468,38.3176,BinarySearch,128
FINEdex,515963,456012,485334,965053248,38.5758,39.9328,39.3472,BinarySearch,64
FINEdex,666305,649429,660210,964384728,33.3529,32.8292,33.4072,BinarySearch,1024
Wormhole,1532746,1311094,1537891,287658432,35.5611,34.2432,33.3466
ARTOLC,882541,815269,836968,440527232,70.8919,72.439,71.5392
XIndex,706260,527354,617816,653840584,28.6304,28.7278,27.873,LinearSearch,32
XIndex,541366,590102,622180,517065352,28.4922,28.3568,28.7512,LinearSearch,64
XIndex,579181,625178,633520,499148312,26.2376,26.504,26.6706,ExponentialSearch,64
