Wormhole,1382902,1357464320,6.3826
FINEdex,492401,2195087029,8.00174,LinearSearch,128
FINEdex,827606,2194881615,6.9124,BinarySearch,2048
FINEdex,559541,2194865395,8.93912,BinarySearch,256
XIndex,691950,2708691960,5.6313,ExponentialSearch,64
XIndex,711131,2636340440,5.2596,ExponentialSearch,128
XIndex,626035,2728710496,5.52155,BinarySearch,64
