FINEdex,13121357,14154847,11895249,3465301408,34.1766,33.3167,34.6056,InterpolationSearch,256
FINEdex,11360230,12303583,11939284,3466185328,35.1289,35.6388,34.5931,InterpolationSearch,128
FINEdex,9744018,9735385,9812928,3469426288,34.2312,33.8751,34.1648,LinearAVX,64
Wormhole,29251225,27632753,27242715,3360000000,32.7652,32.6798,33.7091
ARTOLC,16528640,18199135,16672924,4533667376,52.0824,49.3922,51.3703
XIndex,14090221,14075878,14233105,5209096560,22.3495,22.7851,22.5163,ExponentialSearch,128
XIndex,13722198,13859666,14168800,5682633120,23.7631,23.774,23.7279,ExponentialSearch,64
XIndex,13730696,13743809,13805038,7335690152,23.0489,22.6598,23.1751,ExponentialSearch,32
