ARTOLC,1636865,1545969,1577417,859613832,36.7172,65.6704,33.6304,67.8332,34.2501,68.6615
Wormhole,2584052,2439523,2526715,516899552,5.54385,43.5633,5.37051,42.9207,5.26769,43.2496
FINEdex,1140689,1115990,1156491,853707876,4.02938,43.0751,3.33255,41.6268,3.385,42.1233,BinarySearch,64
FINEdex,1083826,1069238,1073839,851948177,3.21753,35.8823,3.13499,37.8832,3.54916,34.78,LinearAVX,64
FINEdex,1249863,1176032,1177708,850792060,3.52532,30.5528,3.49326,25.3713,3.30933,29.5306,BinarySearch,2048
XIndex,1919814,1155599,1425893,1916702544,9.09706,25.9974,8.89318,23.6993,9.35643,24.1684,BinarySearch,32
XIndex,1302120,1238700,1329619,1917035744,9.14058,25.291,9.7411,25.2873,9.22329,23.5928,ExponentialSearch,32
XIndex,1100617,1271447,1012357,1279489880,6.45717,24.4606,6.44923,24.9146,6.4481,24.4836,BinarySearch,64
