1,0,linear,17.0909
1,0,binary,20.0196
1,0,avx,44.3432
1,0,exp,32.5072
1,0,interp,11.8833
2,0,linear,24.6225
2,0,binary,26.6044
2,0,avx,55.9248
2,0,exp,41.1131
2,0,interp,22.1343
4,0,linear,23.7478
4,0,binary,29.3649
4,0,avx,55.5754
4,0,exp,39.4186
4,0,interp,26.4387
4,1,linear,30.9152
4,1,binary,44.7033
4,1,avx,140.989
4,1,exp,53.7478
4,1,interp,45.4664
8,0,linear,23.3792
8,0,binary,33.1336
8,0,avx,55.4845
8,0,exp,38.4536
8,0,interp,25.743
8,1,linear,30.7731
8,1,binary,49.3279
8,1,avx,69.274
8,1,exp,53.0101
8,1,interp,44.1539
8,2,linear,35.7679
8,2,binary,49.1057
8,2,avx,71.6719
8,2,exp,56.9245
8,2,interp,68.733
16,0,linear,23.184
16,0,binary,36.4158
16,0,avx,55.5901
16,0,exp,38.0147
16,0,interp,25.3427
16,1,linear,30.6213
16,1,binary,54.7922
16,1,avx,69.4046
16,1,exp,52.7569
16,1,interp,43.6975
16,2,linear,35.7228
16,2,binary,56.4986
16,2,avx,71.763
16,2,exp,56.9221
16,2,interp,73.6701
16,4,linear,45.2824
16,4,binary,60.4658
16,4,avx,81.4431
16,4,exp,69.3741
16,4,interp,116.069
32,0,linear,23.1192
32,0,binary,40.367
32,0,avx,53.3706
32,0,exp,37.77
32,0,interp,25.1691
32,1,linear,30.5476
32,1,binary,59.5962
32,1,avx,63.3011
32,1,exp,52.7631
32,1,interp,43.617
32,2,linear,35.6745
32,2,binary,61.912
32,2,avx,125.016
32,2,exp,56.8372
32,2,interp,82.8286
32,4,linear,45.2397
32,4,binary,68.4789
32,4,avx,63.8647
32,4,exp,69.314
32,4,interp,112.988
32,8,linear,64.5299
32,8,binary,68.5135
32,8,avx,50.1693
32,8,exp,77.8174
32,8,interp,140.017
64,0,linear,23.0337
64,0,binary,44.9678
64,0,avx,47.004
64,0,exp,37.6199
64,0,interp,25.0907
64,1,linear,30.6235
64,1,binary,64.3197
64,1,avx,56.4306
64,1,exp,52.6654
64,1,interp,43.6303
64,2,linear,35.6801
64,2,binary,66.709
64,2,avx,56.1614
64,2,exp,56.8647
64,2,interp,72.3059
64,4,linear,45.1645
64,4,binary,73.9892
64,4,avx,55.6563
64,4,exp,69.3043
64,4,interp,105.074
64,8,linear,64.4891
64,8,binary,76.7051
64,8,avx,50.1533
64,8,exp,77.8033
64,8,interp,133.693
64,16,linear,102.919
64,16,binary,140.287
64,16,avx,58.9206
64,16,exp,85.861
64,16,interp,137.808
128,0,linear,23.042
128,0,binary,49.844
128,0,avx,43.9837
128,0,exp,37.6053
128,0,interp,25.1389
128,1,linear,30.5714
128,1,binary,69.2873
128,1,avx,53.0425
128,1,exp,52.7564
128,1,interp,43.4946
128,2,linear,35.6582
128,2,binary,71.772
128,2,avx,52.9681
128,2,exp,57.033
128,2,interp,69.3572
128,4,linear,45.1867
128,4,binary,79.0542
128,4,avx,52.8251
128,4,exp,69.2005
128,4,interp,103.797
128,8,linear,64.443
128,8,binary,82.6897
128,8,avx,50.1626
128,8,exp,77.7668
128,8,interp,150.856
128,16,linear,103.02
128,16,binary,88.1755
128,16,avx,58.9229
128,16,exp,85.5542
128,16,interp,186.505
128,32,linear,193.817
128,32,binary,90.1813
128,32,avx,141.448
128,32,exp,93.5611
128,32,interp,223.045
256,0,linear,23.0505
256,0,binary,54.5631
256,0,avx,42.3948
256,0,exp,37.5684
256,0,interp,25.0285
256,1,linear,30.486
256,1,binary,74.5377
256,1,avx,51.5869
256,1,exp,52.7551
256,1,interp,43.5454
256,2,linear,35.6496
256,2,binary,76.5378
256,2,avx,51.489
256,2,exp,56.8961
256,2,interp,68.6572
256,4,linear,45.18
256,4,binary,83.9464
256,4,avx,51.3562
256,4,exp,69.3973
256,4,interp,100.555
256,8,linear,64.4431
256,8,binary,87.9583
256,8,avx,50.1572
256,8,exp,77.4903
256,8,interp,140.262
256,16,linear,102.852
256,16,binary,93.7746
256,16,avx,59.0266
256,16,exp,85.4397
256,16,interp,199.227
256,32,linear,193.411
256,32,binary,98.3484
256,32,avx,77.1666
256,32,exp,93.6037
256,32,interp,293.52
256,64,linear,346.701
256,64,binary,103.854
256,64,avx,114.332
256,64,exp,101.414
256,64,interp,486.744
512,0,linear,22.9261
512,0,binary,59.8027
512,0,avx,41.2762
512,0,exp,37.6078
512,0,interp,25.0687
512,1,linear,30.5135
512,1,binary,79.4805
512,1,avx,51.1023
512,1,exp,52.6528
512,1,interp,43.753
512,2,linear,35.5904
512,2,binary,81.6883
512,2,avx,50.9838
512,2,exp,56.9186
512,2,interp,66.7881
512,4,linear,45.279
512,4,binary,89.0776
512,4,avx,50.9661
512,4,exp,131.542
512,4,interp,99.933
512,8,linear,64.4302
512,8,binary,92.6194
512,8,avx,52.2712
512,8,exp,77.9207
512,8,interp,146.232
512,16,linear,102.933
512,16,binary,99.317
512,16,avx,58.9559
512,16,exp,85.7075
512,16,interp,210.025
512,32,linear,193.317
512,32,binary,104.108
512,32,avx,77.2961
512,32,exp,93.5683
512,32,interp,294.363
512,64,linear,346.898
512,64,binary,112.898
512,64,avx,114.79
512,64,exp,101.638
512,64,interp,465.855
512,128,linear,653.793
512,128,binary,120.608
512,128,avx,204.933
512,128,exp,109.705
512,128,interp,509.742
1024,0,linear,22.9849
1024,0,binary,64.5256
1024,0,avx,41.3648
1024,0,exp,37.6069
1024,0,interp,25.0772
1024,1,linear,30.5522
1024,1,binary,84.2026
1024,1,avx,50.7539
1024,1,exp,52.6211
1024,1,interp,43.6723
1024,2,linear,35.6563
1024,2,binary,86.3974
1024,2,avx,50.7724
1024,2,exp,56.9448
1024,2,interp,65.3984
1024,4,linear,45.3191
1024,4,binary,94.3152
1024,4,avx,113.517
1024,4,exp,69.1087
1024,4,interp,97.8716
1024,8,linear,64.5233
1024,8,binary,98.1249
1024,8,avx,50.2353
1024,8,exp,77.82
1024,8,interp,149.558
1024,16,linear,102.874
1024,16,binary,104.114
1024,16,avx,59.1251
1024,16,exp,85.5463
1024,16,interp,214.568
1024,32,linear,193.708
1024,32,binary,109.032
1024,32,avx,77.636
1024,32,exp,93.8208
1024,32,interp,296.119
1024,64,linear,346.819
1024,64,binary,118.865
1024,64,avx,115.347
1024,64,exp,101.647
1024,64,interp,433.42
1024,128,linear,653.486
1024,128,binary,129.18
1024,128,avx,206.535
1024,128,exp,109.631
1024,128,interp,393.726
1024,256,linear,1328.64
1024,256,binary,133.221
1024,256,avx,380.253
1024,256,exp,117.484
1024,256,interp,333.814
2048,0,linear,22.9975
2048,0,binary,69.4763
2048,0,avx,40.8864
2048,0,exp,37.7704
2048,0,interp,25.0668
2048,1,linear,31.7325
2048,1,binary,89.1897
2048,1,avx,50.646
2048,1,exp,52.7417
2048,1,interp,43.5077
2048,2,linear,35.657
2048,2,binary,91.357
2048,2,avx,50.6302
2048,2,exp,57.0359
2048,2,interp,65.8696
2048,4,linear,45.3542
2048,4,binary,99.04
2048,4,avx,50.6189
2048,4,exp,69.3901
2048,4,interp,99.0942
2048,8,linear,64.4794
2048,8,binary,103.204
2048,8,avx,50.3514
2048,8,exp,77.9943
2048,8,interp,213.906
2048,16,linear,103.018
2048,16,binary,109.965
2048,16,avx,59.3676
2048,16,exp,85.6903
2048,16,interp,216.563
2048,32,linear,193.324
2048,32,binary,114.332
2048,32,avx,77.6585
2048,32,exp,93.509
2048,32,interp,295.205
2048,64,linear,346.899
2048,64,binary,124.569
2048,64,avx,115.579
2048,64,exp,101.571
2048,64,interp,363.888
2048,128,linear,716.091
2048,128,binary,134.467
2048,128,avx,207.149
2048,128,exp,109.839
2048,128,interp,384.29
2048,256,linear,1267.51
2048,256,binary,140.96
2048,256,avx,441.94
2048,256,exp,117.804
2048,256,interp,358.271
2048,512,linear,2560.85
2048,512,binary,144.522
2048,512,avx,699.41
2048,512,exp,125.522
2048,512,interp,421.213
4096,0,linear,23.0307
4096,0,binary,74.5149
4096,0,avx,41.0308
4096,0,exp,37.6385
4096,0,interp,25.0485
4096,1,linear,31.155
4096,1,binary,94.1684
4096,1,avx,50.5864
4096,1,exp,53.122
4096,1,interp,44.2848
4096,2,linear,36.0553
4096,2,binary,96.4356
4096,2,avx,50.5473
4096,2,exp,57.2312
4096,2,interp,65.2436
4096,4,linear,45.6627
4096,4,binary,103.803
4096,4,avx,50.49
4096,4,exp,69.7463
4096,4,interp,98.1923
4096,8,linear,64.7987
4096,8,binary,170.094
4096,8,avx,50.4777
4096,8,exp,78.3251
4096,8,interp,151.347
4096,16,linear,103.292
4096,16,binary,115.296
4096,16,avx,59.4742
4096,16,exp,86.1008
4096,16,interp,226.713
4096,32,linear,193.761
4096,32,binary,120.129
4096,32,avx,77.9782
4096,32,exp,93.9523
4096,32,interp,315.823
4096,64,linear,348.508
4096,64,binary,129.809
4096,64,avx,116.077
4096,64,exp,101.92
4096,64,interp,474.461
4096,128,linear,653.825
4096,128,binary,139.644
4096,128,avx,208.197
4096,128,exp,110.133
4096,128,interp,490.987
4096,256,linear,1331.56
4096,256,binary,147.073
4096,256,avx,381.436
4096,256,exp,117.862
4096,256,interp,500.422
4096,512,linear,2560.52
4096,512,binary,152.602
4096,512,avx,700.942
4096,512,exp,125.559
