1,0,linear,17.0902
1,0,binary,20.0234
1,0,avx,44.1075
1,0,exp,32.51
1,0,interp,11.8439
2,0,linear,24.6169
2,0,binary,26.5212
2,0,avx,55.7879
2,0,exp,41.1612
2,0,interp,22.174
4,0,linear,23.8101
4,0,binary,29.354
4,0,avx,55.7238
4,0,exp,39.35
4,0,interp,26.579
4,1,linear,30.616
4,1,binary,44.4669
4,1,avx,69.3004
4,1,exp,54.1565
4,1,interp,46.0917
8,0,linear,23.4232
8,0,binary,33.0381
8,0,avx,55.3941
8,0,exp,38.4509
8,0,interp,25.66
8,1,linear,30.4966
8,1,binary,49.1841
8,1,avx,69.4722
8,1,exp,53.5275
8,1,interp,44.8127
8,2,linear,35.739
8,2,binary,48.6427
8,2,avx,71.7477
8,2,exp,57.3053
8,2,interp,60.1488
16,0,linear,23.2202
16,0,binary,36.2924
16,0,avx,55.6089
16,0,exp,38.0495
16,0,interp,25.3445
16,1,linear,30.5055
16,1,binary,54.8427
16,1,avx,69.2032
16,1,exp,53.3078
16,1,interp,44.1783
16,2,linear,35.6919
16,2,binary,56.5719
16,2,avx,71.7757
16,2,exp,57.3977
16,2,interp,64.4048
16,4,linear,45.6471
16,4,binary,60.6663
16,4,avx,81.4633
16,4,exp,69.7226
16,4,interp,56.0115
32,0,linear,23.017
32,0,binary,40.3721
32,0,avx,53.35
32,0,exp,37.844
32,0,interp,25.2096
32,1,linear,30.5608
32,1,binary,59.2625
32,1,avx,63.2398
32,1,exp,53.1165
32,1,interp,44.0687
32,2,linear,35.5982
32,2,binary,61.3827
32,2,avx,63.5074
32,2,exp,57.3605
32,2,interp,66.6493
32,4,linear,45.606
32,4,binary,68.3762
32,4,avx,63.8075
32,4,exp,69.6986
32,4,interp,66.8136
32,8,linear,64.9359
32,8,binary,68.315
32,8,avx,50.2124
32,8,exp,78.1957
32,8,interp,65.7403
64,0,linear,22.9713
64,0,binary,45.1033
64,0,avx,47.0462
64,0,exp,37.6835
64,0,interp,25.1301
64,1,linear,30.6112
