Wormhole,1355785,1390378,1432274,2696676195,4.08922,3.65711,3.85689
ARTOLC,1449414,1555952,1591525,3847037982,4.18287,4.0234,4.02376
SIndex,18246646,17875626,17408509,8565579392,1.9005,2.01808,1.88406,BinarySearch,512,16
SIndex,17223787,17818612,17261783,8575236256,1.95581,1.99322,2.01339,BinarySearch,256,16
SIndex,17146853,17205519,17213630,8573154736,2.05802,1.91266,1.947,BinarySearch,1024,16
