Wormhole,31083821,42767786,30939293,5923393292,3.22887,3.1727,3.61625
ARTOLC,32427917,34730542,32304870,7297907116,1.85057,2.32875,1.7615
SIndex,511040880,592225016,584228973,22141060720,1.24665,1.31366,1.30935,ExponentialSearch,1024,32
SIndex,349801238,341013780,345041563,23573722720,1.40276,1.56315,1.59392,BinarySearch,64,8
SIndex,618373814,565998753,578825110,22141060720,1.30361,1.29205,1.32258,ExponentialSearch,256,32
