Wormhole,1323867,563247563,2.15348
SIndex,29161355,1854058928,0.76197,BinarySearch,256,8
SIndex,28922982,1861317152,0.731545,BinarySearch,128,4
SIndex,28852588,1851446080,0.714741,BinarySearch,128,8
