Wormhole,1330612,543974493,20.2159
SIndex,29482085,1753187104,7.3301,BinarySearch,256,8
SIndex,29425832,1749409008,10.2038,BinarySearch,128,4
SIndex,28705707,1741713872,10.228,BinarySearch,128,8
